year,sex,occupation,people,n.by.year,proportion
1900,M,Farm Manager,8940,29689771,3.0111380784984837e-4
1900,M,Farmer,5535233,29689771,0.18643569194252121
1900,M,Fireman,81592,29689771,0.0027481518803226875
1900,M,Fisherman,73919,29689771,0.0024897127027352283
1900,M,Floor Manager,802,29689771,2.7012670458118387e-5
1900,M,Foremen,131261,29689771,0.0044210849588567054
1900,M,Forgemen,3613,29689771,1.2169174359748346e-4
1900,M,Forrester,1207,29689771,4.065373222312829e-5
1900,M,Funeral Director,12066,29689771,4.0640259569533224e-4
1900,M,Furnaceman,28251,29689771,9.515398417859134e-4
1900,M,Furrier,3919,29689771,1.3199832359771317e-4
1900,M,Gardener / Groundskeeper,55665,29689771,0.0018748881559241396
1900,M,Glazier,3317,29689771,1.1172197993713054e-4
1900,M,Hospital Attendant,5430,29689771,1.828912725530958e-4
1900,M,Household Worker,109734,29689771,0.003696020424003944
1900,M,Huckster,73066,29689771,0.0024609822689437384
1900,M,Inmate,20904,29689771,7.040808768784373e-4
1900,M,Inspector,40907,29689771,0.001377814601533976
1900,M,Insulation Worker,202,29689771,6.8036900655111145e-6
1900,M,Insurance Agent,67332,29689771,0.002267851779658388
1900,M,Janitor,48751,29689771,0.0016420133385333284
1900,M,Jeweler,49851,29689771,0.0016790631359197752
1900,M,Laborer,3134854,29689771,0.1055870050328108
1900,M,Laundry / Dry Cleaning,48646,29689771,0.0016384767669646223
1900,M,Lawyer / Judge,98163,29689771,0.0033062902371325128
1900,M,Librarian,805,29689771,2.7113715360081423e-5
1900,M,Library Attendant,402,29689771,1.3540016863046872e-5
1900,M,Lithographer,8239,29689771,2.775029824244855e-4
1900,M,Locomotive Engineer,52563,29689771,0.00177040772729436
1900,M,Locomotive Fireman,45919,29689771,0.0015466269510802221
1900,M,Longshoreman,26726,29689771,9.001753499547033e-4
1900,M,Loom Fixer,7435,29689771,2.504229486983918e-4
1900,M,Lumberman,108406,29689771,0.0036512912140683066
1900,M,Machinist,263131,29689771,0.008862682032811906
1900,M,Mail Carrier,26923,29689771,9.06810631850276e-4
1900,M,Manager / Owner,1277509,29689771,0.04302859055396554
1900,M,Mason,149652,29689771,0.005040523889524106
1900,M,Mathematician,100,29689771,3.3681633987678788e-6
1900,M,Meat Cutter,107334,29689771,0.003615184502433515
1900,M,Mechanic,44014,29689771,0.001482463438333694
1900,M,Mechanic - Office Machines,100,29689771,3.3681633987678788e-6
1900,M,Mechanic - Railroad,9950,29689771,3.351322581774039e-4
1900,M,Messenger,70948,29689771,0.0023896445681578344
1900,M,Metal Filer,39098,29689771,0.0013168845256502652
1900,M,Metal Heater,5633,29689771,1.8972864425259462e-4
1900,M,Metal Worker,64716,29689771,0.0021797406251466206
1900,M,Military,133383,29689771,0.00449255738617856
1900,M,Miller,37099,29689771,0.0012495549393088954
1900,M,Milliner,2914,29689771,9.814828144009598e-5
1900,M,Millwright,10861,29689771,3.658162267401793e-4
1900,M,Miner,584858,29689771,0.01969897309076584
1900,M,Model Maker,15775,29689771,5.313277761556329e-4
1900,M,Molder,95689,29689771,0.0032229618746469953
1900,M,Motorman,33779,29689771,0.0011377319144698016
1900,M,Musician / Music Teacher,40304,29689771,0.0013575045762394058
1900,M,Newsboy,7438,29689771,2.505239936003548e-4
1900,M,Nurse,7541,29689771,2.5399320190108574e-4
1900,M,Office Machine Operator,201,29689771,6.770008431523436e-6
1900,M,Oiler / Greaser,6630,29689771,2.2330923333831036e-4
1900,M,Operative,1052589,29689771,0.03545291743745683
1900,M,Optician / Lens Grinder,3920,29689771,1.3203200523170084e-4
1900,M,Osteopath,201,29689771,6.770008431523436e-6
1900,M,Painter,278009,29689771,0.009363797383280591
1900,M,Paperhanger,21617,29689771,7.280958819116523e-4
1900,M,Pharmacist,54859,29689771,0.0018477407589300705
1900,M,Photo Developer,603,29689771,2.031002529457031e-5
1900,M,Photographer,21811,29689771,7.34630118905262e-4
1900,M,Physician / Surgeon,117403,29689771,0.003954324875055453
1900,M,Piano / Organ Tuner,4526,29689771,1.5244307542823418e-4
1900,M,Pilot,101,29689771,3.4018450327555573e-6
1900,M,Plasterer,39880,29689771,0.00134322356342863
1900,M,Plumber,90259,29689771,0.0030400706020938997
1900,M,Policeman / Detective,41908,29689771,0.0014115299171556426
1900,M,Porter,72538,29689771,0.0024431983661982438
1900,M,Postmaster,14178,29689771,4.775382066773098e-4
1900,M,Pressman,14669,29689771,4.940758889652601e-4
1900,M,Produce Grader,403,29689771,1.357369849703455e-5
1900,M,Professional - Misc,9149,29689771,3.081532693532732e-4
1900,M,Professor,5628,29689771,1.895602360826562e-4
1900,M,Professor - Agriculture,101,29689771,3.4018450327555573e-6
1900,M,Professor - Biology,302,29689771,1.0171853464278994e-5
1900,M,Professor - Mathematics,100,29689771,3.3681633987678788e-6
1900,M,Professor - Physics,100,29689771,3.3681633987678788e-6
1900,M,Professor - Social Science,101,29689771,3.4018450327555573e-6
1900,M,Public Officials,35977,29689771,0.0012117641459747197
1900,M,Purchasing Agent,1006,29689771,3.388372379160486e-5
1900,M,Railroad Brakeman,71057,29689771,0.0023933158662624915
1900,M,Railroad Conductor,55275,29689771,0.001861752318668945
1900,M,Railroad Switchman,22994,29689771,7.74475491912686e-4
1900,M,Real Estate Agent,54886,29689771,0.001848650163047738
1900,M,Recreation Attendant,1305,29689771,4.395453235392082e-5
1900,M,Religious Worker,3717,29689771,1.2519463353220206e-4
1900,M,Retired,87522,29689771,0.0029478839698696226
1900,M,Road Machinery Operator,803,29689771,2.7046352092106066e-5
1900,M,Roller,14363,29689771,4.837693089650304e-4
1900,M,Roofer,8648,29689771,2.9127877072544615e-4
1900,M,Sailor,50515,29689771,0.0017014277408875938
1900,M,Salesman,829630,29689771,0.02794329400519795
1900,M,Sawyer,39788,29689771,0.0013401248531017635
1900,M,Scientist,101,29689771,3.4018450327555573e-6
1900,M,Scientist - Biology,202,29689771,6.8036900655111145e-6
1900,M,Scientist - Geology,100,29689771,3.3681633987678788e-6
1900,M,Scientist - Social,302,29689771,1.0171853464278994e-5
1900,M,Secretary,31973,29689771,0.0010769028834880538
1900,M,Security Guard,59778,29689771,0.0020134207165154626
1900,M,Service Attendant,2613,29689771,8.801010960980466e-5
1900,M,Service Worker,15770,29689771,5.311593679856944e-4
1900,M,Serviceman,17088,29689771,5.755517615814551e-4
1900,M,Sheriff / Bailiff,8546,29689771,2.878432440587029e-4
1900,M,Ship Officers,26327,29689771,8.867363779936194e-4
1900,M,Shipping and Receiving,37391,29689771,0.0012593899764332976
1900,M,Shoemaker,103413,29689771,0.0034831188155678263
1900,M,Social Worker,1510,29689771,5.085926732139497e-5
1900,M,Sports Instructor / Official,6727,29689771,2.265763518351152e-4
1900,M,Stationary Engineer,156714,29689771,0.005278383588745094
1900,M,Statistician / Actuary,202,29689771,6.8036900655111145e-6
1900,M,Stock Broker,100,29689771,3.3681633987678788e-6
1900,M,Stone Cutter,43720,29689771,0.0014725610379413166
1900,M,Street Car Conductor,21815,29689771,7.347648454412128e-4
1900,M,Surveyor,5323,29689771,1.792873377164142e-4
1900,M,Tailor,136114,29689771,0.004584541928598911
1900,M,Taxi Cab Driver / Chauffeur,54585,29689771,0.0018385119912174466
1900,M,Teacher,111956,29689771,0.003770861014724566
1900,M,Technician,703,29689771,2.3678188693338186e-5
1900,M,Technician - Testing,803,29689771,2.7046352092106066e-5
1900,M,Telegraph Messenger,4122,29689771,1.3883569529721197e-4
1900,M,Telegraph Operator,42897,29689771,0.001444841053169457
1900,M,Telephone Operator,6126,29689771,2.0633368980852026e-4
1900,M,Temperer,1105,29689771,3.721820555638506e-5
1900,M,Textile Spinner,29336,29689771,9.88084414662545e-4
1900,M,Therapist,2011,29689771,6.773376594922204e-5
1900,M,Ticket Agent,36377,29689771,0.0012252367995697912
1900,M,Tool Maker,7140,29689771,2.4048686667202653e-4
1900,M,Truck / Tractor Driver,435202,29689771,0.014658314474705784
1900,M,Typesetter,104848,29689771,0.0035314519603401456
1900,M,Union Official,2111,29689771,7.110192934798992e-5
1900,M,Upholsterer,20400,29689771,6.871053333486472e-4
1900,M,Usher,403,29689771,1.357369849703455e-5
1900,M,Veterinarian,6837,29689771,2.3028133157375986e-4
1900,M,Waiter / Waitress,63437,29689771,0.002136661815276379
1900,M,Weaver,97151,29689771,0.003272204423536982
1900,M,Welder,904,29689771,3.0448197124861624e-5
1900,F,Accountant / Auditor,807,29689771,2.718107862805678e-5
1900,F,Actor,6736,29689771,2.268794865410043e-4
1900,F,Agent,906,29689771,3.051556039283698e-5
1900,F,Apprentice,5026,29689771,1.6928389242207358e-4
1900,F,Apprentice - Machinist,100,29689771,3.3681633987678788e-6
1900,F,Apprentice - Metal Working,101,29689771,3.4018450327555573e-6
1900,F,Apprentice - Plumber,200,29689771,6.7363267975357575e-6
1900,F,Apprentice - Printing,200,29689771,6.7363267975357575e-6
1900,F,Architect,100,29689771,3.3681633987678788e-6
1900,F,Artist / Art Teacher,11754,29689771,3.9589392589117647e-4
1900,F,Author,1104,29689771,3.718452392239738e-5
1900,F,Baker,4121,29689771,1.3880201366322427e-4
1900,F,Bank Teller,101,29689771,3.4018450327555573e-6
1900,F,Barber / Beautician,7325,29689771,2.467179689597471e-4
1900,F,Bartender,503,29689771,1.694186189580243e-5
1900,F,Bill Collector,201,29689771,6.770008431523436e-6
1900,F,Blacksmith,200,29689771,6.7363267975357575e-6
1900,F,Boarding House Keeper,78882,29689771,0.002656874652216078
1900,F,Boilermaker,100,29689771,3.3681633987678788e-6
1900,F,Bookbinder,12966,29689771,4.3671606628424315e-4
1900,F,Bookkeeper,57988,29689771,0.0019531305916775173
1900,F,Building Manager,20099,29689771,6.76967161518356e-4
1900,F,Buyer - Farm,505,29689771,1.7009225163777786e-5
1900,F,Buyer - Store,604,29689771,2.0343706928557987e-5
1900,F,Cabinet Maker,302,29689771,1.0171853464278994e-5
1900,F,Carpenter,1103,29689771,3.71508422884097e-5
1900,F,Cashier,13373,29689771,4.5042449131722843e-4
1900,F,Charwoman,4524,29689771,1.5237571216025883e-4
1900,F,Chemist,404,29689771,1.3607380131022229e-5
1900,F,Clergyman,1207,29689771,4.065373222312829e-5
1900,F,Clerical Worker,38400,29689771,0.0012933747451268655
1900,F,Cook,204394,29689771,0.006884323897277618
1900,F,Counter Worker,100,29689771,3.3681633987678788e-6
1900,F,Craftsman,2211,29689771,7.44700927467578e-5
1900,F,Crossing Guard / Toll Collector,202,29689771,6.8036900655111145e-6
1900,F,Dancer / Dance Teacher,501,29689771,1.6874498627827072e-5
1900,F,Decorator,100,29689771,3.3681633987678788e-6
1900,F,Delivery Man,100,29689771,3.3681633987678788e-6
1900,F,Demonstrator,602,29689771,2.027634366058263e-5
1900,F,Dentist,603,29689771,2.031002529457031e-5
1900,F,Designer,301,29689771,1.0138171830291315e-5
1900,F,Disabled,8040,29689771,2.7080033726093746e-4
1900,F,Doctor Office Attendant,303,29689771,1.0205535098266672e-5
1900,F,Draftsman,201,29689771,6.770008431523436e-6
1900,F,Dressmaker / Seamstress,453625,29689771,0.01527883121766079
1900,F,Dyer,603,29689771,2.031002529457031e-5
1900,F,Editor / Reporter,2711,29689771,9.131090974059719e-5
1900,F,Electrician,502,29689771,1.690818026181475e-5
1900,F,Electrotyper,100,29689771,3.3681633987678788e-6
1900,F,Engineer - Mechanical,101,29689771,3.4018450327555573e-6
1900,F,Engraver,500,29689771,1.6840816993839393e-5
1900,F,Entertainer,402,29689771,1.3540016863046872e-5
1900,F,Farm Foreman,100,29689771,3.3681633987678788e-6
1900,F,Farm Laborer,677490,29689771,0.0228189702103125
1900,F,Farm Manager,1003,29689771,3.3782678889641826e-5
1900,F,Farmer,316196,29689771,0.010649997940368082
1900,F,Fireman,200,29689771,6.7363267975357575e-6
1900,F,Fisherman,3514,29689771,1.1835726183270326e-4
1900,F,Floor Manager,101,29689771,3.4018450327555573e-6
1900,F,Foremen,9846,29689771,3.316293682426853e-4
1900,F,Forgemen,101,29689771,3.4018450327555573e-6
1900,F,Funeral Director,200,29689771,6.7363267975357575e-6
1900,F,Furnaceman,200,29689771,6.7363267975357575e-6
1900,F,Furrier,903,29689771,3.0414515490873946e-5
1900,F,Gardener / Groundskeeper,905,29689771,3.0481878758849303e-5
1900,F,Glazier,101,29689771,3.4018450327555573e-6
1900,F,Hospital Attendant,3113,29689771,1.0485092660364406e-4
1900,F,Household Worker,1465711,29689771,0.04936754143371466
1900,F,Huckster,2513,29689771,8.464194621103679e-5
1900,F,Inmate,11053,29689771,3.722831004658136e-4
1900,F,Inspector,1405,29689771,4.7322695752688696e-5
1900,F,Insulation Worker,101,29689771,3.4018450327555573e-6
1900,F,Insurance Agent,1403,29689771,4.725533248471334e-5
1900,F,Janitor,7340,29689771,2.472231934695623e-4
1900,F,Jeweler,2510,29689771,8.454090130907375e-5
1900,F,Laborer,134963,29689771,0.0045457743678790925
1900,F,Laundry / Dry Cleaning,31145,29689771,0.0010490144905462558
1900,F,Lawyer / Judge,402,29689771,1.3540016863046872e-5
1900,F,Librarian,2813,29689771,9.474643640734043e-5
1900,F,Library Attendant,1307,29689771,4.4021895621896176e-05
1900,F,Lithographer,202,29689771,6.8036900655111145e-6
1900,F,Locomotive Engineer,100,29689771,3.3681633987678788e-6
1900,F,Longshoreman,101,29689771,3.4018450327555573e-6
1900,F,Loom Fixer,101,29689771,3.4018450327555573e-6
1900,F,Lumberman,302,29689771,1.0171853464278994e-5
1900,F,Machinist,1207,29689771,4.065373222312829e-5
1900,F,Mail Carrier,302,29689771,1.0171853464278994e-5
1900,F,Manager / Owner,88545,29689771,0.0029823402814390183
1900,F,Mason,504,29689771,1.6975543529790107e-5
1900,F,Meat Cutter,603,29689771,2.031002529457031e-5
1900,F,Mechanic,402,29689771,1.3540016863046872e-5
1900,F,Messenger,5431,29689771,1.8292495418708348e-4
1900,F,Metal Filer,1706,29689771,5.746086758298001e-5
1900,F,Metal Worker,101,29689771,3.4018450327555573e-6
1900,F,Midwife,5623,29689771,1.893918279127178e-4
1900,F,Military,202,29689771,6.8036900655111145e-6
1900,F,Miller,200,29689771,6.7363267975357575e-6
1900,F,Milliner,81502,29689771,0.0027451205332637966
1900,F,Miner,2812,29689771,9.471275477335274e-5
1900,F,Model Maker,301,29689771,1.0138171830291315e-5
1900,F,Molder,302,29689771,1.0171853464278994e-5
1900,F,Motorman,100,29689771,3.3681633987678788e-6
1900,F,Musician / Music Teacher,50346,29689771,0.0016957355447436762
1900,F,Nurse,100388,29689771,0.003381231872755098
1900,F,Oiler / Greaser,100,29689771,3.3681633987678788e-6
1900,F,Operative,492853,29689771,0.016600094355729452
1900,F,Optician / Lens Grinder,504,29689771,1.6975543529790107e-5
1900,F,Osteopath,101,29689771,3.4018450327555573e-6
1900,F,Painter,2913,29689771,9.811459980610831e-5
1900,F,Paperhanger,403,29689771,1.357369849703455e-5
1900,F,Pharmacist,1003,29689771,3.3782678889641826e-5
1900,F,Photo Developer,1106,29689771,3.725188719037274e-5
1900,F,Photographer,2820,29689771,9.498220784525418e-5
1900,F,Physician / Surgeon,5635,29689771,1.8979600752056997e-4
1900,F,Plasterer,201,29689771,6.770008431523436e-6
1900,F,Plumber,202,29689771,6.8036900655111145e-6
1900,F,Policeman / Detective,201,29689771,6.770008431523436e-6
1900,F,Porter,403,29689771,1.357369849703455e-5
1900,F,Postmaster,5831,29689771,1.9639760778215502e-4
1900,F,Pressman,602,29689771,2.027634366058263e-5
1900,F,Produce Grader,1509,29689771,5.082558568740729e-5
1900,F,Professional - Misc,1909,29689771,6.42982392824788e-5
1900,F,Professor,805,29689771,2.7113715360081423e-5
1900,F,Public Officials,1605,29689771,5.405902255022445e-5
1900,F,Purchasing Agent,402,29689771,1.3540016863046872e-5
1900,F,Railroad Brakeman,100,29689771,3.3681633987678788e-6
1900,F,Railroad Conductor,101,29689771,3.4018450327555573e-6
1900,F,Real Estate Agent,1408,29689771,4.7423740654651735e-5
1900,F,Religious Worker,26638,29689771,8.972113661637875e-4
1900,F,Retired,8536,29689771,2.875064277188261e-4
1900,F,Sailor,503,29689771,1.694186189580243e-5
1900,F,Salesman,201808,29689771,0.0067972231917854805
1900,F,Sawyer,402,29689771,1.3540016863046872e-5
1900,F,Secretary,93152,29689771,0.003137511569220254
1900,F,Security Guard,905,29689771,3.0481878758849303e-5
1900,F,Service Attendant,5227,29689771,1.7605390085359703e-4
1900,F,Service Worker,37766,29689771,0.001272020589178677
1900,F,Serviceman,101,29689771,3.4018450327555573e-6
1900,F,Ship Officers,302,29689771,1.0171853464278994e-5
1900,F,Shipping and Receiving,1103,29689771,3.71508422884097e-5
1900,F,Shoemaker,5427,29689771,1.8279022765113278e-4
1900,F,Social Worker,803,29689771,2.7046352092106066e-5
1900,F,Sports Instructor / Official,602,29689771,2.027634366058263e-5
1900,F,Stationary Engineer,202,29689771,6.8036900655111145e-6
1900,F,Stone Cutter,100,29689771,3.3681633987678788e-6
1900,F,Tailor,49576,29689771,0.0016698006865731635
1900,F,Taxi Cab Driver / Chauffeur,200,29689771,6.7363267975357575e-6
1900,F,Teacher,328340,29689771,0.011059027703514452
1900,F,Technician - Testing,603,29689771,2.031002529457031e-5
1900,F,Telegraph Operator,5528,29689771,1.8619207268388832e-4
1900,F,Telephone Operator,17985,29689771,6.05764187268403e-4
1900,F,Textile Spinner,32956,29689771,0.001110011929697942
1900,F,Therapist,1706,29689771,5.746086758298001e-5
1900,F,Ticket Agent,404,29689771,1.3607380131022229e-5
1900,F,Truck / Tractor Driver,1704,29689771,5.739350431500465e-5
1900,F,Typesetter,12370,29689771,4.166418124275866e-4
1900,F,Union Official,504,29689771,1.6975543529790107e-5
1900,F,Upholsterer,806,29689771,2.71473969940691e-5
1900,F,Waiter / Waitress,43520,29689771,0.0014658247111437807
1900,F,Weaver,96654,29689771,0.0032554646514451053
1910,M,Actor,15867,38928902,4.0758919940767915e-4
1910,M,Agent,52647,38928902,0.0013523885158641259
1910,M,Apprentice,70527,38928902,0.0018116873679098373
1910,M,Apprentice - Construction,21412,38928902,5.500283568234213e-4
1910,M,Architect,16624,38928902,4.270349058393684e-4
1910,M,Artist / Art Teacher,20151,38928902,5.176359713407792e-4
1910,M,Auctioneer,2519,38928902,6.470770739950487e-5
1910,M,Author,1260,38928902,3.236669762738235e-5
1910,M,Baggageman,12846,38928902,3.29986188667741e-4
1910,M,Baker,69276,38928902,0.0017795518609797934
1910,M,Barber / Beautician,177585,38928902,0.004561777776316424
1910,M,Bartender,110336,38928902,0.0028342951979483007
1910,M,Bill Collector,31238,38928902,8.02437222606484e-4
1910,M,Blacksmith,239044,38928902,0.006140527672730148
1910,M,Boarding House Keeper,19149,38928902,4.918967403704322e-4
1910,M,Boatman,5291,38928902,1.3591444217974605e-4
1910,M,Boilermaker,39803,38928902,0.0010224537029069045
1910,M,Bookkeeper,294208,38928902,0.0075575725202832586
1910,M,Bootblack,19394,38928902,4.981902649090899e-4
1910,M,Cabinet Maker,40555,38928902,0.0010417709700622946
1910,M,Carpenter,816886,38928902,0.02098404933177925
1910,M,Charwoman,10579,38928902,2.717518207937126e-4
1910,M,Chemist,15115,38928902,3.882719322522891e-4
1910,M,Clergyman,122668,38928902,0.0031510778290124906
1910,M,Clerical Worker,525693,38928902,0.013503925695104373
1910,M,Constable,9825,38928902,2.523831779278028e-4
1910,M,Craftsman,43321,38928902,0.0011128235777109767
1910,M,Decorator,5292,38928902,1.3594013003500588e-4
1910,M,Delivery Man,217884,38928902,0.005596972655432203
1910,M,Demonstrator,1008,38928902,2.589335810190588e-5
1910,M,Dentist,41818,38928902,0.0010742147312554563
1910,M,Designer,7306,38928902,1.8767547052829796e-4
1910,M,Draftsman,32998,38928902,8.476478478637799e-4
1910,M,Dressmaker / Seamstress,4282,38928902,1.0999539622258033e-4
1910,M,Dyer,16375,38928902,4.206386298796714e-4
1910,M,Editor / Reporter,31492,38928902,8.089619378424801e-4
1910,M,Electrician,130726,38928902,0.0033580705666961786
1910,M,Electrotyper,5541,38928902,1.4233640599470285e-4
1910,M,Elevator Operator,18893,38928902,4.8532064942391647e-4
1910,M,Engineer - Civil,47349,38928902,0.001216294258697561
1910,M,Engineer - Mechanical,14607,38928902,3.752225017802968e-4
1910,M,Engineer - Mining,10328,38928902,2.65304169123496e-4
1910,M,Engraver,13348,38928902,3.428814920081743e-4
1910,M,Entertainer,22165,38928902,5.693713118340712e-4
1910,M,Farm Foreman,51894,38928902,0.001333045560853476
1910,M,Farm Laborer,5061866,38928902,0.1300284811526408
1910,M,Farmer,5765835,38928902,0.1481119349320461
1910,M,Fireman,139785,38928902,0.003590776847494954
1910,M,Fisherman,73556,38928902,0.001889495881491854
1910,M,Floor Manager,14106,38928902,3.6235288629512337e-4
1910,M,Foremen,274820,38928902,0.007059536382505728
1910,M,Forgemen,7558,38928902,1.9414881005377444e-4
1910,M,Forrester,4284,38928902,1.1004677193309998e-4
1910,M,Funeral Director,16372,38928902,4.205615663138919e-4
1910,M,Furnaceman,29463,38928902,7.568412795202906e-4
1910,M,Gardener / Groundskeeper,93958,38928902,0.00241357950450285
1910,M,Household Worker,287427,38928902,0.0073833831737663705
1910,M,Inmate,25692,38928902,6.59972377335482e-4
1910,M,Inspector,48616,38928902,0.001248840771311762
1910,M,Insurance Agent,74801,38928902,0.001921477261290339
1910,M,Janitor,94970,38928902,0.002439575614025795
1910,M,Jeweler,27203,38928902,6.98786726633081e-4
1910,M,Laborer,3523434,38928902,0.09050946260955421
1910,M,Laundry / Dry Cleaning,40805,38928902,0.0010481929338772514
1910,M,Lawyer / Judge,111097,38928902,0.0028538436558010294
1910,M,Lithographer,7054,38928902,1.812021310028215e-4
1910,M,Locomotive Engineer,106301,38928902,0.002730644701974898
1910,M,Locomotive Fireman,71293,38928902,0.001831364265038865
1910,M,Longshoreman,70023,38928902,0.0017987406888588843
1910,M,Loom Fixer,12595,38928902,3.2353853699752436e-4
1910,M,Lumberman,144577,38928902,0.003713873049900046
1910,M,Machinist,471039,38928902,0.012099981653733773
1910,M,Mail Carrier,84376,38928902,0.002167438475403185
1910,M,Manager / Owner,2160453,38928902,0.05549740395965959
1910,M,Mason,183629,38928902,0.0047170351735068205
1910,M,Meat Cutter,15115,38928902,3.882719322522891e-4
1910,M,Mechanic,40551,38928902,0.0010416682186412552
1910,M,Messenger,109325,38928902,0.0028083247762806154
1910,M,Metal Filer,39544,38928902,0.0010158005483946093
1910,M,Metal Heater,7305,38928902,1.8764978267303813e-4
1910,M,Metal Worker,76316,38928902,0.0019603943620089773
1910,M,Midwife,252,38928902,6.47333952547647e-6
1910,M,Military,132487,38928902,0.0034033068798087346
1910,M,Miller,21411,38928902,5.500026689681615e-4
1910,M,Milliner,6549,38928902,1.6822976409660873e-4
1910,M,Miner,914115,38928902,0.023481653810836996
1910,M,Model Maker,23428,38928902,6.01815073027233e-4
1910,M,Molder,123690,38928902,0.003177330817088034
1910,M,Motorman,66248,38928902,0.0017017690352530365
1910,M,Musician / Music Teacher,57938,38928902,0.0014883029580438718
1910,M,Newsboy,28718,38928902,7.377038273517193e-4
1910,M,Nurse,22169,38928902,5.694740632551106e-4
1910,M,Oiler / Greaser,15620,38928902,4.012442991585018e-4
1910,M,Operative,1753668,38928902,0.045047969757790754
1910,M,Painter,336038,38928902,0.008632095505801834
1910,M,Paperhanger,23172,38928902,5.952389820807173e-4
1910,M,Photographer,25946,38928902,6.664970925714781e-4
1910,M,Physician / Surgeon,147613,38928902,0.0037918613784688813
1910,M,Piano / Organ Tuner,9065,38928902,2.3286040793033411e-4
1910,M,Plasterer,46607,38928902,0.0011972338700947693
1910,M,Plumber,152913,38928902,0.003928007011345966
1910,M,Policeman / Detective,68769,38928902,0.001766528118363061
1910,M,Porter,87910,38928902,0.0022582193558914145
1910,M,Pressman,25186,38928902,6.469743225740094e-4
1910,M,Produce Grader,2519,38928902,6.470770739950487e-5
1910,M,Professional - Misc,11587,38928902,2.9764517889561845e-4
1910,M,Professor,21667,38928902,5.565787599146773e-4
1910,M,Public Officials,103010,38928902,0.002646105970314806
1910,M,Railroad Brakeman,94464,38928902,0.0024265775592643224
1910,M,Railroad Conductor,60701,38928902,0.0015592785021267745
1910,M,Railroad Switchman,68008,38928902,0.0017469796605103325
1910,M,Real Estate Agent,125936,38928902,0.003235025740001606
1910,M,Religious Worker,9319,38928902,2.3938512316633024e-4
1910,M,Roller,16373,38928902,4.2058725416915175e-4
1910,M,Roofer,14860,38928902,3.817215291610331e-4
1910,M,Sailor,50632,38928902,0.0013006274875155739
1910,M,Salesman,1078646,38928902,0.027708102324591637
1910,M,Sawyer,46344,38928902,0.0011904779641614346
1910,M,Secretary,48107,38928902,0.00123576565298451
1910,M,Security Guard,80602,38928902,0.0020704925096525968
1910,M,Service Attendant,15874,38928902,4.0776901439449796e-4
1910,M,Service Worker,17630,38928902,4.5287688823075463e-4
1910,M,Serviceman,24432,38928902,6.276056797080996e-4
1910,M,Sheriff / Bailiff,10833,38928902,2.7827653602970873e-4
1910,M,Ship Officers,24683,38928902,6.340533313783163e-4
1910,M,Shipping and Receiving,76329,38928902,0.001960728304127355
1910,M,Shoemaker,65241,38928902,0.0016759013650063904
1910,M,Social Worker,504,38928902,1.294667905095294e-5
1910,M,Stationary Engineer,225712,38928902,0.005798057186406131
1910,M,Stock Broker,16374,38928902,4.206129420244116e-4
1910,M,Stone Cutter,32995,38928902,8.475707842980005e-4
1910,M,Street Car Conductor,61212,38928902,0.0015724049961645464
1910,M,Tailor,156426,38928902,0.004018248446873739
1910,M,Taxi Cab Driver / Chauffeur,81605,38928902,0.0020962574284782037
1910,M,Teacher,122676,38928902,0.003151283331854569
1910,M,Telegraph Messenger,6801,38928902,1.747031036220852e-4
1910,M,Telegraph Operator,61714,38928902,0.0015853002995049796
1910,M,Telephone Operator,9573,38928902,2.459098384023264e-4
1910,M,Temperer,1007,38928902,2.586767024664605e-5
1910,M,Textile Spinner,26445,38928902,6.79315332346132e-4
1910,M,Therapist,2517,38928902,6.465633168898522e-5
1910,M,Ticket Agent,28718,38928902,7.377038273517193e-4
1910,M,Tool Maker,11840,38928902,3.041442062763548e-4
1910,M,Truck / Tractor Driver,430738,38928902,0.011064735398907476
1910,M,Typesetter,119412,38928902,0.003067438172286493
1910,M,Union Official,4535,38928902,1.1649442360331664e-4
1910,M,Upholsterer,17134,38928902,4.401357120218803e-4
1910,M,Veterinarian,12344,38928902,3.1709088532730774e-4
1910,M,Waiter / Waitress,119657,38928902,0.0030737316968251507
1910,M,Weaver,111082,38928902,0.0028534583379721317
1910,F,Actor,14106,38928902,3.6235288629512337e-4
1910,F,Agent,2016,38928902,5.178671620381176e-5
1910,F,Apprentice,8568,38928902,2.2009354386619997e-4
1910,F,Artist / Art Teacher,15617,38928902,4.011672355927223e-4
1910,F,Author,756,38928902,1.942001857642941e-5
1910,F,Baggageman,251,38928902,6.447651670216643e-6
1910,F,Baker,5036,38928902,1.293640390884901e-4
1910,F,Barber / Beautician,19898,38928902,5.111369439600429e-4
1910,F,Bartender,252,38928902,6.47333952547647e-6
1910,F,Bill Collector,2016,38928902,5.178671620381176e-5
1910,F,Blacksmith,504,38928902,1.294667905095294e-5
1910,F,Boarding House Keeper,141058,38928902,0.003623477487240714
1910,F,Boilermaker,252,38928902,6.47333952547647e-6
1910,F,Bookkeeper,190197,38928902,0.004885753006853366
1910,F,Cabinet Maker,1008,38928902,2.589335810190588e-5
1910,F,Carpenter,2519,38928902,6.470770739950487e-5
1910,F,Charwoman,25945,38928902,6.664714047162183e-4
1910,F,Chemist,252,38928902,6.47333952547647e-6
1910,F,Clergyman,2267,38928902,5.8234367874028405e-5
1910,F,Clerical Worker,121157,38928902,0.0031122634797148916
1910,F,Craftsman,756,38928902,1.942001857642941e-5
